repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	83.29858813460439	13272	0.2274256422417133	87.79135199849425	648407	0.02887319868431716	2.3092737038784782e-84	87.3817845849441	5064	0.3341516162201849	89.30849696099529	403397	0.034315373494202765	1.0255588868674696e-08	81.43256602244	771	1.0375856672603418	84.39065071992914	65461	0.1063700952569355	0.004684642766807489	80.71171119819971	7437	0.31453792788524715	85.62259349779596	179549	0.05784343392551917	1.834680463475477e-52
LINE	91.71035058589061	41043	0.0984634729320446	87.43611088933517	620636	0.02983362938611459	0.0	92.01148863103488	26999	0.11624796553757986	89.09160787749097	381462	0.03560185857745831	2.400059738132512e-126	87.96473309262593	3000	0.4683912381946289	84.1850122707285	63232	0.10855401498612863	5.0961524638844625e-15	91.99162787663164	11044	0.1912666721752345	85.01522375468768	175942	0.059213989138565494	1.3666639056719798e-254
LTR	84.69089605127463	12709	0.21204242700961518	87.76018835862133	648970	0.02893007187855535	2.664295260213435e-46	84.20999244800396	4507	0.358985155817875	89.3412286293727	403954	0.034281182976173004	5.416879037433243e-45	86.16626158197589	2117	0.5010943609123611	84.29645043143633	64115	0.10805732688324303	0.0002705320723319961	84.53380216654932	6085	0.3080827183161299	85.45732665896443	180901	0.05797377819317371	0.0032310670244248257
Low_complexity	83.55687075281878	2013	0.591876926377795	87.7138825650931	659666	0.028699215922097038	3.120348031019179e-12	82.18749253377099	1356	0.7241003054567414	89.30824938489327	407105	0.034166518265136524	4.749391882520664e-22	82.10517351232845	139	2.4106116492132714	84.36095011668965	66093	0.10593113481144502	0.35148345177216844	87.53112322667391	518	1.1150642541060898	85.42142841820238	186468	0.057051141180234834	0.0593781971614207
RC	80.58310325421554	1746	0.6300415689744611	87.72006845956828	659933	0.02869382308193377	1.0543119958823388e-28	79.33437273321874	502	1.1794685398570315	89.29685397454327	407959	0.03415066218754637	3.3427177735111713e-16	81.19711865273668	233	1.7401927031109523	84.36736869550289	65999	0.10602371683795565	0.07028157640483719	81.06163652195539	1011	0.8248547242502412	85.45100535874758	185975	0.057106555108333734	1.3550014270358032e-07
SINE	92.68707454447843	98	1.8421587649637514	87.70049729920414	661581	0.02867272772280859	0.008032322968662528	92.25352118048869	71	2.188087103132184	89.28409389482837	408390	0.03414757826052288	0.1791631960982888	87.17948473416843	13	6.844282533965146	84.35566169647743	66219	0.10584249410187861	0.6872208587085731	100.0	14	0.0	85.42618165349239	186972	0.0569808277206482	0.0
Satellite	83.3388583911169	3286	0.434271511476933	87.72300821596967	658393	0.028728817769255004	1.5743363685705614e-23	84.14166692619024	1147	0.7090240823630518	89.29909262570997	407314	0.03417904013375312	6.834129313356055e-13	82.99510675269035	686	0.9727875812690715	84.3704612325426	65546	0.10645085693591236	0.160333663126336	82.86741464316886	1453	0.6636237346576404	85.44732032921505	185533	0.05718557972484252	0.000112099055022073
Simple_repeat	74.50212710399342	43732	0.15296000800094817	88.63533444534612	617947	0.028352720933718815	0.0	77.47044092442505	25239	0.188464794080204	90.06269120045616	383222	0.033834712248868144	0.0	52.68818916360802	5245	0.515566882379188	87.07972753238327	60987	0.09852758236809994	0.0	77.48347009791304	13248	0.261197496130478	86.03300961366901	173738	0.057740097433784485	1.0745491702399565e-216
Unknown	84.36851363483984	75857	0.08893111378258867	88.13278384596701	585822	0.030219743378771983	0.0	83.63832328122808	35519	0.13188287533707924	89.82236246141983	372942	0.03509636097090294	0.0	85.77713394478329	8980	0.2574763183952571	84.13334437847462	57252	0.11554961144363539	5.8622765219766986e-09	84.79220841086651	31358	0.13596749340817343	85.55523405022764	155628	0.06273200250492268	3.4897356507885765e-07
rRNA	72.22221692403157	6	12.668619087209978	87.70137621409457	661673	0.02866987405852107	0.27622211191126333	83.33333333333333	3	16.666666666666675	89.28465376051582	408458	0.03414388132457597	0.7551901860267288	NA	0	NA	84.35621595574017	66232	0.10582970184099837	NA	61.11110051472982	3	20.030847766514317	85.42766295767655	186983	0.05697717240536727	0.3486603195286044
snRNA	78.41370204453156	107	2.742327772003737	87.70273797998006	661572	0.028670733878298903	0.0009920500429056224	82.19109229608016	88	2.3220908809459546	89.28613862716368	408373	0.03414713053418965	0.002985850047839204	31.68696665763855	9	13.804152453494607	84.36337394078589	66223	0.10580240023423429	0.005118574338119137	87.22672967910766	10	9.78162451674461	85.42717658319778	186976	0.056978185438779486	0.8581152153931862
all_repeats	83.5856647558448	193869	0.059743416827538684	89.40680360928424	467810	0.03178335266818838	0.0	84.52256769835519	100495	0.08010439570187325	90.83855251835126	307966	0.03654641704316841	0.0	77.59192211747322	21193	0.21892446407530367	87.539139184817	45039	0.11360210260178763	0.0	84.04106612916226	72181	0.09493673382070661	86.29881836024317	114805	0.07093676951116887	8.093859287279967e-81
