repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	82.11077599644204	10179	0.28332645897688125	87.09119082352623	606982	0.03172389275589098	2.2264253661516346e-67	82.34653071926401	5994	0.3699600983318295	89.02910759163194	337885	0.039255323574746655	2.394445799440076e-70	73.67999806743875	814	1.255604189435546	80.62089111025557	74828	0.11573393779037083	4.9387745699314994e-08	83.72737030840104	3371	0.44893015935358294	86.21285500954264	194269	0.05527542008847644	4.189212988219062e-08
LINE	92.63678745981552	41869	0.09589263020502975	86.59946796263179	575292	0.03306374223845218	0.0	93.76024959963831	21324	0.12003429381593667	88.59215191600545	322555	0.040897662869687275	0.0	87.87124560674032	4110	0.4203872585737651	80.12532487532008	71532	0.11933048286344841	3.819445637780459e-68	92.37087144804538	16435	0.15467755671924396	85.6080948258041	181205	0.05800319374358221	0.0
LTR	85.22903304457064	13890	0.20358815677222858	87.05003142588372	603271	0.0319415755435759	1.0997144593985126e-18	85.15701535260236	4725	0.3429655346091748	88.9649487436055	339154	0.03938385706599131	5.842758185050783e-28	87.1268422489687	2344	0.4761927113864826	80.33575595778215	73298	0.11793846239109451	4.0147925840300896e-42	84.62674874893085	6821	0.2973934903722287	86.22564336854296	190819	0.0558286497524228	1.3000310335071725e-07
Low_complexity	81.9894288491593	2424	0.5891666647128214	87.02884062905441	614737	0.03159558021483476	2.3026019390654954e-17	82.84919330271079	1399	0.7255282087922719	88.93739518307443	342480	0.039177166002456916	1.2751507243005912e-16	70.96798052084752	234	2.3217675317733186	80.57592100285407	75408	0.11542928512755044	4.986753663455665e-05	83.7292625259057	791	1.0458192965160291	86.18027141870401	196849	0.05493323149667095	0.01950975331551318
RC	83.49383311337255	1963	0.5548844727024149	87.02026401729498	615198	0.031609119217954854	2.751278684101804e-10	81.30478179762724	542	1.1524527104074926	88.92463652911137	343337	0.03915097822515978	9.322272080835645e-11	86.35161269794811	264	1.4070190501169413	80.52586607064184	75378	0.11560398825643857	4.926696236193144e-05	83.86722291700781	1157	0.6992803242390964	86.18402466495056	196483	0.05504214802908901	0.0009858095286835262
SINE	92.85714291769361	63	2.2538169115857762	87.00845048486556	617098	0.03156126539205212	0.01179813838014761	91.46341472718774	41	3.031114321338783	88.91232244174876	343838	0.03913777808338503	0.40503316040824555	100.0	2	0.0	80.54568427320332	75640	0.11531397712902151	0.0	95.0	20	3.4412360080584263	86.16956833902671	197620	0.05487828572982084	0.018911428351573462
Satellite	85.20372200390996	3273	0.4240017316010063	87.01867277939068	613888	0.031646155199215716	2.021778612725039e-05	86.98885422595754	1041	0.7145300411728049	88.91846798336417	342838	0.03919323146256055	0.007120145090961742	86.16288977617408	684	0.9219802465842037	80.49494572718316	74958	0.11604294590766513	1.7543194329751386e-09	83.57943686219149	1548	0.6355794137913021	86.19091613577191	196092	0.05507695291978933	4.4655758315039545e-05
Simple_repeat	66.61200802216837	61324	0.14601077418496575	89.25939798423266	555837	0.029608626517848718	0.0	69.36482344332377	36063	0.17730139475831036	91.20280133551616	307816	0.03629686262075231	0.0	40.52440158945808	10334	0.3685801961934177	86.8790407361983	65308	0.09970703429316156	0.0	78.02183868757342	14927	0.26404810498197706	86.8361753628316	182713	0.0550076928098556	6.252756296817769e-227
Unknown	84.7557952875091	80185	0.08589142453629385	87.34551885407255	536976	0.03390430188846074	1.937197129051023e-172	84.2539233294159	35916	0.1295349772663796	89.45594507596861	307963	0.04089251086845036	0.0	85.73427307088954	9596	0.25434689638323915	79.79240944246196	66046	0.12652257074511095	9.197977779680772e-96	85.00485825978025	34673	0.12837496599746287	86.41845677172125	162967	0.060668439783723944	2.5000552155534383e-23
rRNA	88.33334045410156	10	6.111108305961195	87.0090260631658	617151	0.031559329392347554	0.8332718396013832	100.0	5	0.0	88.91246539060768	343874	0.03913527120430441	0.0	58.333351135253906	2	8.333351135253906	80.5467859825863	75640	0.11531369761666756	0.22842675007499366	88.88890075683594	3	11.111099243164062	86.17042066240728	197637	0.05487480082264147	0.8295301326568573
snRNA	80.4425675670306	144	2.3964949105759494	87.01058001251785	617017	0.03156114457330919	0.006918262327784116	86.31088418780632	106	2.07076692496066	88.91342883241533	343773	0.039141599527680225	0.21169291414272476	45.919635492212635	17	10.277209070909882	80.55398247433693	75625	0.11530018645106338	0.003899783449881542	78.76867630368187	21	6.517045026818124	86.17124847790991	197619	0.054875546922278196	0.2694506022713421
all_repeats	80.99020244970822	215324	0.06319609808691276	90.23424031393925	401837	0.033591521798208374	0.0	81.06676870555674	107156	0.08731114890910664	92.46416468326773	236723	0.03871517666445478	0.0	69.23252550341799	28401	0.22325686759711105	87.34790968867138	47241	0.11604967324804835	0.0	85.0736611386383	79767	0.09055408936397576	86.91268880161442	117873	0.06854803560635034	6.346816272678511e-59
