repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	88.1947184615546	8461	0.2478006989128549	88.92490649251798	841120	0.024192295066540505	0.0033687839904744756	90.57339530351838	5764	0.2718225608601638	90.10649982976956	613984	0.026788374885501395	0.08743577567355294	80.63589302146674	547	1.2020905736685001	86.20741674717047	65393	0.09800710625331416	4.7887378237134026e-06	83.74075762371685	2150	0.5510320209107625	85.53820909812335	161743	0.06160124177226191	0.0012055861398325895
LINE	90.10173275583735	72981	0.0773891831969386	88.80635887668834	776600	0.025313512581416224	6.572569322584916e-57	90.20502284294574	52841	0.08941020095941048	90.10206370703945	566907	0.02792736032330758	0.27170006840892025	89.80707056233788	4387	0.3278970050176241	85.90135035292325	61553	0.10196611619089656	1.2430058876925958e-29	89.83732163097142	15753	0.17393681287818238	85.05496054675349	148140	0.06504555208380348	5.897965146922828e-144
LTR	82.83177756112072	10501	0.24805038206975225	88.9937984050634	839080	0.02416961923272776	2.6845990858745614e-131	83.1313982192049	4149	0.3970147403101771	90.15788211286768	615599	0.0266953466095357	2.300824019279036e-67	84.74657917298812	1727	0.578022034446265	86.19924461711352	64213	0.09913636216650329	0.013339019698674	81.84799626510208	4625	0.3785404944450731	85.62110530880439	159268	0.06201462006369709	1.272711136687946e-22
Low_complexity	82.70980223523028	2559	0.5312875352255777	88.93638946564549	847022	0.024094786847681186	6.979897808966911e-31	81.9961048561253	1825	0.6321122658905319	90.13480862607199	617923	0.0266670080964892	2.5550068061422702e-36	81.576439641193	167	2.198516232448758	86.17283948444471	65773	0.09780894960675118	0.03826209772753591	85.34078860219824	567	1.0860896654712444	85.51523306706409	163326	0.061320205360020426	0.8726530786282247
RC	78.27916811047925	1238	0.8038127598375951	88.93315940812755	848343	0.024080845091910833	1.4489639921038743e-37	77.47669548034668	350	1.5519259981906166	90.11798132798717	619398	0.026657362297765268	6.838381648699377e-15	78.75180433564267	177	2.0922455156861064	86.18114087652711	65763	0.09781366032785974	0.0004989345171367423	78.55653633648836	711	1.0519121519862777	85.54494665902803	163182	0.06130863264111505	6.522775772386505e-11
SINE	92.6380370204434	163	1.4144854874732145	88.91692059958183	849418	0.024081315477919484	0.009352156537769728	92.54742546391681	123	1.6574588630852465	90.11035853730668	619625	0.026662651323459543	0.14408781432072626	86.66666666666667	15	5.909368402852787	86.16108360759137	65925	0.09773678644310187	0.9330392158766364	96.66666809082031	25	2.3570218486839476	85.51292818821543	163868	0.06123065518981106	8.213165757877345e-05
Satellite	83.13254365231256	2544	0.5063471763810411	88.93500953422158	847037	0.024100217641252735	1.2743235551079816e-29	83.93470399248731	910	0.8255772594674288	90.11992421502485	618838	0.026669324208051615	1.649263106974341e-13	84.2104566283524	512	1.096873820975902	86.17646394566157	65428	0.09811155726640865	0.07480506741896176	81.99006829287279	1122	0.7862091114326663	85.53892478650467	162771	0.06140251132479919	7.488564232909089e-06
Simple_repeat	82.25060046056537	33257	0.15204275950735857	89.18924917357924	816324	0.024234047653171935	0.0	83.4994891980324	23289	0.17210659224734567	90.36898535872162	596459	0.026817520359864722	0.0	66.60459886174993	3293	0.6113359217040932	87.18917893560295	62647	0.0959691042774369	9.808895549164011e-211	85.61193581008285	6675	0.31899006019670895	85.51049823503958	157218	0.06236930562200164	0.7549836960914602
Unknown	83.2920611615302	63922	0.10191614958135886	89.375336791563	785659	0.024609785114377735	0.0	83.72075172299057	33500	0.1402663653263839	90.47599149044522	586248	0.026941061603382076	0.0	84.3981429383066	6921	0.30583227265598917	86.36794743310529	59019	0.10309199625612368	1.0836396702731977e-09	82.35523609936295	23501	0.169389910598982	86.04349805884685	140392	0.06550070172694547	4.264642224488362e-91
rRNA	100.0	2	0.0	88.91760844122787	849579	0.02407832981079366	0.0	100.0	2	0.0	90.11081030294784	619746	0.026659484853112283	0.0	NA	0	NA	86.16119861738643	65940	0.09772318748675632	NA	NA	0	NA	85.5146295634881	163893	0.06122327410925138	NA
snRNA	74.97187280654907	99	2.923866701489138	88.91925979182852	849482	0.02407814557328322	6.420771755550963e-06	75.87921814171665	83	3.0794305916807097	90.11274844779832	619665	0.026659005871475117	1.3978789338085998e-05	51.51471996307373	5	21.517989316408137	86.16382593813067	65935	0.09771263470030268	0.18263414680217122	78.78788202459162	11	7.484295860784948	85.51508107264058	163882	0.061225358606294064	0.3898792848221707
all_repeats	85.80382533296405	195727	0.055537995127040614	89.84973333640977	653854	0.026394245740294545	0.0	86.7317988561151	122836	0.06779103397727472	90.9461373396516	496912	0.028594173845969125	0.0	82.25637698046597	17751	0.20881763860625746	87.59958681546016	48189	0.1086521131927009	4.839778527516121e-113	84.87858412903603	55140	0.10684100605876357	85.83711763513382	108753	0.07466952964622915	1.9419313673217363e-13
