repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	82.80214984258946	10260	0.261392797842282	85.6271408625438	787330	0.02768876010048565	8.410042853855794e-27	83.58356471333876	6167	0.3362680813042426	87.1579599573977	496168	0.033094125211098224	6.187787776868786e-26	76.16748078586663	718	1.2099208648532187	81.24887087770159	79468	0.1037237966677155	3.208431105190016e-05	82.7857666943868	3375	0.42974720039055714	83.68277262584351	211694	0.054721997427793434	0.03847262027551972
LINE	89.5578511826134	50553	0.09777054681121018	85.32234524107496	747037	0.028624067503781932	0.0	89.91992371708913	33761	0.1147949837788982	86.91191567418724	468574	0.03432557630544551	5.1438647266781866e-138	85.09551808695755	3568	0.472125064790485	81.02211900048523	76618	0.10588916389825616	5.2669321234246146e-17	89.83746957711321	13224	0.1927359058526927	83.2645452360035	201845	0.05632892945441171	2.4107237364725554e-227
LTR	82.15780646949202	16103	0.19714492119041147	85.66153975064633	781487	0.02780763720825086	1.0560025743471169e-68	81.93763803948056	5720	0.3265359757407931	87.17370041207661	496615	0.033109347958873825	4.08668453800858e-56	83.70336209965227	2611	0.49161079201999874	81.11922711790203	77575	0.1055552061865601	2.942981457305037e-07	81.80061625710358	7772	0.2858535102164983	83.73873447902605	207297	0.055284533593814626	2.975750592245551e-11
Low_complexity	80.2165457283077	2482	0.5704325129520718	85.60757709165787	795108	0.027567405059368964	8.276963673292683e-21	79.22134511631478	1647	0.6943053038363938	87.14004123191026	500688	0.032975366195024856	5.33504679147757e-29	77.14483341331002	159	2.574112136299531	81.21143481076045	80027	0.10345526811104745	0.11643675202267985	83.36373162481206	676	1.0681238842263399	83.66965781658216	214393	0.054351267406205404	0.7749313957280473
RC	80.52839920152277	2148	0.5557050246094422	85.60447131432173	795442	0.02757292434288594	1.624953293077704e-19	78.60192112970834	594	1.0866951754481566	87.1241556471929	501741	0.03296349505497397	2.1142816615903814e-14	83.53533414204915	315	1.436654486829853	81.19417425421864	79871	0.10362951593997946	0.10507694487727068	80.68751418811839	1239	0.7217121771103255	83.6859701668138	213830	0.054436270914141174	3.6599829150648314e-05
SINE	91.2162162849495	111	1.8251120658463225	85.59001788471413	797479	0.027543490343889084	0.002595985288762732	88.1410257388384	78	2.44031531115131	87.11391880993521	502257	0.032955092955986455	0.675034555409706	100.0	7	0.0	81.20173015519578	80179	0.10338456001013455	0.0	98.07692307692308	26	1.923076923076924	83.6669541945047	215043	0.05428921861381655	7.561247121106197e-08
Satellite	80.23054664414681	4083	0.41202631342692464	85.61838213241158	793507	0.02759795424036345	3.72649954838507e-38	83.17419089083961	1414	0.6437728389289675	87.12519980956999	500921	0.03299384953682714	1.141854937862791e-09	78.16731180633393	802	0.9725100777048213	81.234043863307	79384	0.10395342730839054	0.0017764836864364024	78.88743008019519	1867	0.6281907367375843	83.71056556171682	213202	0.05447401652828925	3.198676454599449e-14
Simple_repeat	70.77108340370823	49744	0.15077786443238844	86.57655466480733	747846	0.027227693951588236	0.0	73.16758829531501	33647	0.1707651737423504	88.11529349238042	468688	0.03263631492994569	0.0	46.54345628626341	7089	0.4428122216849907	84.56471483781989	73097	0.09626974841402042	0.0	80.88592005420483	9008	0.31620451027347474	83.79034588301812	206061	0.05492974551996998	1.713396632101431e-19
Unknown	82.03586402978797	95539	0.08188365285589669	86.07457643269457	702051	0.02918971058984857	0.0	81.51492068370442	44627	0.12035952622583249	87.6600019103393	457708	0.03410082531672594	0.0	83.1923980362213	11303	0.2459293791925692	80.87699210414809	68883	0.11332496006275883	1.3286611247789224e-17	82.29277116783626	39609	0.12520582183673382	83.97930273374014	175460	0.06021239545262414	7.174210386781847e-34
rRNA	59.814811282687714	9	10.88819707092651	85.59109173787995	797581	0.027540814658713334	0.04543341397692151	70.83332538604736	4	17.179612555907696	87.11420793546031	502331	0.03295211723111245	0.41320461999447294	60.0	1	NA	81.20363561904898	80185	0.10337834643000247	NA	48.75	4	18.300159379998124	83.66934569013495	215065	0.0542834472257681	0.15240370610470325
snRNA	76.68164474190327	114	2.841788484804868	85.59207445138286	797476	0.02754162730070839	0.002187822750506558	81.06066065742856	84	2.5990057575038485	87.11509071009124	502251	0.032954625086228116	0.022271246629792067	41.18224294696535	14	12.330602164111339	81.21035986020287	80172	0.10335774771261624	0.006374533832141917	84.75378775596619	16	6.113201869889849	83.66861550522326	215053	0.05428645797059752	0.8614854458773591
all_repeats	81.23469704392099	231146	0.057171740288605874	87.36837461386723	566444	0.030664588738811283	0.0	81.63506977127074	127743	0.0751201678553927	88.98252445844497	374592	0.03549381013441225	0.0	73.33415462575088	26587	0.20895481486101036	85.10678096752932	53599	0.11098838693288397	0.0	83.30336643522033	76816	0.09175857942751209	83.87168043196884	138253	0.06731272203387893	5.922523981306141e-07
