repeat_family	meth_CpG	meth_CHG	meth_CHH	unmeth_CpG	unmeth_CHG	unmeth_CHH	within_meth_C	outside_meth_C	odds_ratio_meth_C	fisher_p_meth_C	within_meth_CpG	outside_meth_CpG	odds_ratio_meth_CpG	fisher_p_meth_CpG	within_meth_CHG	outside_meth_CHG	odds_ratio_meth_CHG	fisher_p_meth_CHG	within_meth_CHH	outside_meth_CHH	odds_ratio_meth_CHH	fisher_p_meth_CHH
DNA	11331	1551	5535	713221	611818	3428667	0.013016568790908687	0.9869834312090913	1.0281258090771621	0.00020160408520471782	0.012031983349969206	0.9879680166500308	1.0804204449078585	1.018475453878201e-15	0.010996412517901961	0.989003587482098	1.3319264529318808	8.271610928285703e-27	0.016666516110965573	0.9833334838890344	1.1568559440585795	8.857582337437174e-26
LINE	66992	6680	22921	5428238	7306159	39049040	0.06826895961449979	0.9317310403855003	0.4578202586225589	0.0	0.07113640707626309	0.9288635929237369	0.8261743369964962	0.0	0.047360435602569376	0.9526395643974306	0.45315727388483523	0.0	0.06901774449493078	0.9309822555050692	0.3766680921967328	0.0
LTR	8174	4079	12003	690671	722080	2298377	0.017143394287467074	0.982856605712533	1.7466775173517521	0.0	0.00867967804277189	0.9913203219572281	0.8024088587872324	1.400958428698947e-92	0.028919643236958156	0.9710803567630418	3.0181993344085036	0.0	0.03614240160432155	0.9638575983956784	3.8365067193360702	0.0
Low_complexity	3804	463	1393	121739	146424	1032890	0.004000313805535275	0.9959996861944648	1.1546736204593953	6.512510236551554e-26	0.004039331450294136	0.9959606685497059	2.127654376438914	0.0	0.0032826170185613203	0.9967173829814386	1.658953800960706	1.1411949318714626e-23	0.004194481832443549	0.9958055181675565	0.9641258133209704	0.1783631721597644
RC	841	475	1909	20858	22640	83146	0.0022793307460867956	0.9977206692539132	6.768533594553287	0.0	0.0008930277996049865	0.999106972200395	2.741127913623932	1.6507686322546557e-135	0.0033676956453922834	0.9966323043546077	11.026764179290156	6.16316177137731e-308	0.005748216667720556	0.9942517833322795	16.505190215209137	0.0
SINE	143	16	29	5573	5202	20011	0.0001328726140354473	0.9998671273859645	1.6200622007120953	9.487967125092076e-10	0.00015184658185911186	0.9998481534181409	1.743551056074558	1.2890371692662545e-09	0.00011343816910795059	0.9998865618308921	1.6116371061773975	0.0768103805432417	8.73223066337853e-05	0.9999126776933662	1.036179446330025	0.849525895248785
Satellite	2085	1335	3152	65699	85061	510340	0.004644887337451913	0.9953551126625481	2.6447934183488395	0.0	0.0022139868753583794	0.9977860131246417	2.158854108612816	7.194501035794543e-209	0.009464997234944627	0.9905350027650554	8.292390109079264	0.0	0.009491031396885907	0.9905089686031141	4.4487523303729315	0.0
Simple_repeat	73215	23038	22823	1557906	2750156	15322343	0.08415925206853682	0.9158407479314632	1.66514057630857	0.0	0.07774438804765646	0.9222556119523435	3.37802076386754	0.0	0.16333678374431038	0.8366632162556896	5.050865436314235	0.0	0.06872265532078903	0.931277344679211	1.0698028903451111	2.1156592130233294e-22
Unknown	69457	18490	57892	2405264	2757896	12275135	0.10307451679955106	0.896925483200449	2.3586166156391464	0.0	0.07375390235096736	0.9262460976490327	2.0386682625923047	0.0	0.1310919841753754	0.8689080158246246	3.891947800144562	0.0	0.1743194129532103	0.8256805870467897	3.8728676799931643	0.0
rRNA	11	3	11	708	705	1898	1.766923058982012e-05	0.9999823307694102	2.003040307026283	0.0015284802707849219	1.1680506296854759e-05	0.9999883194937031	1.0556482827808376	0.7556647053480572	2.1269656707740738e-05	0.9999787303432922	2.229647243537168	0.1540915351313682	3.312225424040132e-05	0.9999668777457597	4.143924498012898	0.00010596165611602395
snRNA	120	23	27	2615	1699	7532	0.00012015076801077682	0.9998798492319892	3.8073314678090573	4.375561708381388e-46	0.00012742370505659735	0.9998725762949434	3.118219603065593	2.5669264645823285e-25	0.00016306736809267898	0.9998369326319073	7.094049648820846	1.1076447344064705e-12	8.130007859007597e-05	0.9999186999214099	2.5631819120554384	1.6099361472988805e-05
sum_repeats	236173	56153	127695	11012492	14409840	74029379	0.2968579160626735	0.7031420839373266	1.171197139031202	0.0	0.25078365578609807	0.7492163442139019	1.6101705736062335	0.0	0.3981183443699219	0.6018816556300781	2.7309013938515427	0.0	0.3845042050207315	0.6154957949792684	1.3790693858987875	0.0
not_repeats	705567	84893	204408	52974334	59492757	163423392																	
