repeat_family	meth_CpG	meth_CHG	meth_CHH	unmeth_CpG	unmeth_CHG	unmeth_CHH	within_meth_C	outside_meth_C	odds_ratio_meth_C	fisher_p_meth_C	within_meth_CpG	outside_meth_CpG	odds_ratio_meth_CpG	fisher_p_meth_CpG	within_meth_CHG	outside_meth_CHG	odds_ratio_meth_CHG	fisher_p_meth_CHG	within_meth_CHH	outside_meth_CHH	odds_ratio_meth_CHH	fisher_p_meth_CHH
DNA	9444	1445	5570	715108	611924	3428632	0.013309214643936662	0.9866907853560634	1.0516195215137956	2.0826821171333143e-10	0.012120092094219471	0.9878799079057805	1.0883134117418447	1.1155225286002645e-15	0.010805919699677691	0.9891940803003223	1.308503357651089	2.1136119281200697e-22	0.017205324074789103	0.9827946759252109	1.1949655062891158	1.5922982710458077e-37
LINE	53448	6127	20449	5441782	7306712	39051512	0.06470967814972886	0.9352903218502712	0.4323774917008098	0.0	0.06859325309739965	0.9314067469026004	0.7945021452978086	0.0	0.04581859515565759	0.9541814048443424	0.43770749036041684	0.0	0.0631654707370489	0.9368345292629511	0.34256400736104475	0.0
LTR	8031	4197	12094	690814	721962	2298286	0.019667459661572847	0.9803325403384272	2.010004163169668	0.0	0.010306698391431234	0.9896933016085687	0.9566387100802926	7.854515313873703e-05	0.03138577507235105	0.9686142249276489	3.2847877022952736	0.0	0.037357484624865246	0.9626425153751348	3.970792866857004	0.0
Low_complexity	3305	423	1192	122238	146464	1033091	0.003978451670707113	0.9960215483292929	1.1482298233545865	3.448099339661443e-21	0.00424151888727185	0.9957584811127281	2.231131478279245	0.0	0.0031632553861340234	0.996836744613866	1.5981612029618724	4.244079900464471e-19	0.003682001130547327	0.9963179988694527	0.8457584708927114	3.449510055077796e-09
RC	900	490	1992	20799	22625	83063	0.002734781209416963	0.997265218790583	8.138666881594405	0.0	0.0011550278361708516	0.9988449721638292	3.5653603457793523	1.0394632852108242e-213	0.0036642911092332657	0.9963357088907667	12.01062071584558	0.0	0.006153142828901238	0.9938468571710988	17.69336826022083	0.0
SINE	110	11	16	5606	5207	20024	0.0001107820892046493	0.9998892179107953	1.3490978162892182	0.0008502034001749491	0.00014117006886532632	0.9998588299311346	1.61549362019842	3.439934361215781e-06	8.225959632972638e-05	0.9999177404036703	1.1676343357133843	0.5158124627171252	4.942283396707821e-05	0.999950577166033	0.5860763439376407	0.027172281039323728
Satellite	2009	1336	3143	65775	85060	510349	0.005246380983647917	0.9947536190163521	2.9901307462649944	0.0	0.0025782788031858237	0.9974217211968142	2.51847141574011	5.174831729378969e-277	0.009990801881501312	0.9900091981184986	8.758674179762792	0.0	0.009708497947407926	0.9902915020525921	4.551765502836487	0.0
Simple_repeat	60424	20212	19439	1570697	2752982	15325727	0.08092348596463707	0.919076514035363	1.5946526729771666	0.0	0.07754600219198617	0.9224539978080138	3.34925789202092	0.0	0.15114826918331178	0.8488517308166882	4.60240909711432	0.0	0.06004565434287709	0.9399543456571229	0.925915875474867	7.57145141929765e-26
Unknown	64350	17791	57442	2410371	2758595	12275585	0.11287077633177052	0.8871292236682294	2.6116194012792247	0.0	0.0825844902862159	0.917415509713784	2.305727942589317	0.0	0.13304367984565107	0.8669563201543489	3.958148454680831	0.0	0.17743415179605668	0.8225658482039433	3.9569892027900067	0.0
rRNA	9	4	9	710	704	1900	1.7789824543812295e-05	0.9999822101754562	2.0158425744398376	0.003342689335131788	1.1550278361708517e-05	0.9999884497216383	1.0435822089170155	0.8629252549152249	2.9912580483536863e-05	0.9999700874195164	3.1404566835881758	0.0408429160674055	2.7800344106481497e-05	0.9999721996558936	3.4745431723708275	0.001469125410760795
snRNA	130	23	27	2605	1699	7532	0.00014555310990391876	0.9998544468900961	4.618485883375568	3.838889865170316e-60	0.00016683735411356746	0.9998331626458864	4.108967888839606	2.4916841929105083e-38	0.00017199733778033697	0.9998280026622197	7.483345533449875	3.81457686483627e-13	8.34010323194445e-05	0.9999165989676806	2.6295177358497006	1.0391573588952049e-05
sum_repeats	202160	52059	121373	11046505	14413934	74035701	0.30371435363907034	0.6962856463609297	1.2100935043675916	0.0	0.25944491928922153	0.7405550807107785	1.6841501746535452	0.0	0.3893047568481114	0.6106952431518886	2.631299664066711	0.0	0.3749123516928865	0.6250876483071135	1.3239369125026388	0.0
not_repeats	577042	81664	202364	53102859	59495986	163425436																	
