repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	83.73254692895196	8222	0.3040023825016219	88.36124420865812	519572	0.03328404611243263	4.429527057293223e-51	83.300241448403	4761	0.40885902713556327	90.20855176308606	279540	0.04165665509557871	1.1155857623791366e-61	78.89799513798907	665	1.2522994493379966	82.42627004941755	66075	0.11950620370614691	0.005181054285524107	85.61852093964005	2796	0.47180151911736196	87.64702784373479	173957	0.05683311793736963	2.0303486777114736e-05
LINE	93.40889440307204	39358	0.09487178241514681	87.87658999523919	488436	0.03489079228499474	0.0	94.65928911204175	17982	0.12240241510801646	89.78453536013649	266319	0.04352542241630947	4.584260004228567e-299	89.33436941751246	4198	0.39385951240733635	81.92506279727719	62542	0.12395980889236898	7.433785541135992e-70	93.09571814464182	17178	0.1457157873406969	87.02494225831833	159575	0.06032193167466491	0.0
LTR	87.05070969602413	11366	0.2164554463910224	88.31639456115033	516428	0.03350627709781401	7.72559844501803e-09	87.10632846220008	3785	0.3679621882183907	90.13316016255578	280516	0.041822563872358075	4.020307293601138e-16	89.42999542027167	1915	0.49276194259561457	82.18317808025002	64825	0.12152995749604237	2.9149377514997174e-44	86.20940203772726	5666	0.31614729827412175	87.66148763619704	171087	0.057350659941304	6.322404639208537e-06
Low_complexity	82.78380296830778	2025	0.6444919130620052	88.31034194830796	525769	0.03314680026972868	2.120768529111358e-17	84.31579153944806	1025	0.8400608894573818	90.11376651414518	283276	0.041594985940046195	9.485223109686152e-12	73.84251303044124	201	2.494893233534774	82.41693766306841	66539	0.11908676160368215	0.0007251410716074703	83.0677967005886	799	1.042511903889215	87.635587924094	175954	0.056486596069081775	1.3738232558272706e-05
RC	85.7052846570759	1564	0.5959467040504038	88.29681757335592	526230	0.03316599897716542	1.5028880728166237e-05	83.90307131614394	393	1.2645533799546105	90.10143110571622	283908	0.0415790887194902	1.4107963501474638e-06	87.6692645041669	244	1.4032346078842883	82.3717465673576	66496	0.11929786178502623	0.0002109361877032118	85.95238148587421	927	0.7653417224786239	87.62370496696961	175826	0.05658610684792237	0.02966870739481901
SINE	95.41666755676269	40	2.2318830853078184	88.28859792655004	527754	0.0331173561361426	0.0027800000817929387	92.98245801423725	19	3.890097159975936	90.09266975287444	284282	0.041562526430179304	0.46717590866322944	100.0	6	0.0	82.3895309779427	66734	0.11898729604989403	0.0	96.66666666666667	15	3.3333333333333406	87.61417129966281	176738	0.05643662260446534	0.016738300677354337
Satellite	86.9814464599919	2908	0.42420317074735375	88.29638308227901	524886	0.03321556011465448	0.0020180961059350533	87.50925487138649	844	0.749062279397895	90.10055563375565	283457	0.041623805176365915	0.0005795748274205694	87.88416603678674	601	0.9116174076902007	82.34119923938854	66139	0.11975639599594905	2.8387853489143205e-09	86.30611852774943	1463	0.6195195836976112	87.62586317390443	175290	0.05666787404532924	0.03405199822713675
Simple_repeat	67.60667705610663	51096	0.15994175532239474	90.50603653879801	476698	0.03072328599086895	0.0	70.0479450856204	28320	0.20213596778799647	92.31049649999083	255981	0.037916440825308	0.0	41.37377196231508	8524	0.4033810936454101	88.39688278265862	58216	0.10131890248525616	0.0	78.44533636172334	14252	0.2670776225055007	88.41915110265491	162501	0.05630080861141696	1.5606916281014419e-280
Unknown	86.28382992531398	67369	0.09106041972975584	88.58255315978124	460425	0.035525111795326046	6.349842139160003e-122	85.64274318018252	29865	0.1387964954855623	90.61520572683415	254436	0.04336990287192175	3.2119673146698845e-252	87.34667575273305	8036	0.26619214574431665	81.71274655786769	58704	0.1300152868330913	1.7005530041118857e-79	86.64371273290905	29468	0.13510999058525244	87.80925742843087	147285	0.062082550559070755	4.6564332760709355e-15
rRNA	100.0	7	0.0	88.28898282229528	527787	0.03311576478114969	0.0	100.0	4	0.0	90.09272348772208	284297	0.04156106904730758	0.0	100.0	1	NA	82.39085033162061	66739	0.11897984454527825	NA	100.0	2	0.0	87.61479939100658	176751	0.05643339501709582	0.0
snRNA	83.16149370275814	139	2.348060219615472	88.29048891644365	527655	0.033118168713347496	0.030640761416158117	91.52836656148455	113	1.5145971723077027	90.09229208822144	284188	0.041572710207868915	0.34526921691517254	34.54108263464535	17	7.250030356164746	82.4033056348971	66723	0.11895842256692211	6.082518286243032e-06	69.94931093851726	9	13.312023541485944	87.61583908569094	176744	0.056431301623517664	0.22109908394120098
all_repeats	82.52435804054106	184094	0.06701002712601063	91.37689324328016	343700	0.03490316737196314	0.0	82.37417026631856	87111	0.09563833808276864	93.50268605568054	197190	0.04016250757723756	0.0	71.43880847337226	24408	0.23674642586136901	88.70605034167906	42332	0.11822564159807487	0.0	86.43285409339329	72575	0.09271134181882859	88.4384325033288	104178	0.07057001332823076	2.457643908290807e-66
