repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	79.64961589831562	10614	0.2631868601558179	82.4173287583304	847622	0.02813736444744514	1.8062414540368298e-25	81.99039275970685	5915	0.3443835524276252	85.1757278358575	530418	0.033309036041512675	4.561809404217229e-20	75.78030060108443	798	1.1123823325725306	76.83165524813948	84510	0.10456922645368771	0.3469904927413531	76.89186621158437	3901	0.42845822588661686	78.15826211476616	232694	0.055648781978450634	0.0033967774764746836
LINE	88.32955391517196	45852	0.10741094883798645	82.04747429026149	812384	0.028887378221892624	0.0	89.12549910054622	32853	0.12036782880551604	84.8805759086027	503480	0.034410944063171446	2.3799437139215802e-248	82.50011390709795	2910	0.5515377102028918	76.62128368929196	82398	0.10594771588612976	3.162245081002987e-25	87.41910523328026	10089	0.24107190047989857	77.72395637169092	226506	0.05647898331798849	0.0
LTR	75.85852916346528	19058	0.19484505838806293	82.5312749037045	839178	0.02825173278582389	7.908523177857444e-245	75.00542385128549	6374	0.32647547395260845	85.2624973041036	529959	0.03329598306948331	6.262404982181373e-200	78.56150234371836	3255	0.48065993333565565	76.75280824310056	82053	0.106543085990001	0.0002424944605686371	75.50213034684742	9429	0.28024965164832605	78.24676328140814	227166	0.056275760364028385	9.70130736125898e-22
Low_complexity	75.72483648821394	2718	0.5688890156573312	82.40425327621779	855518	0.028009006211974274	5.077314815430063e-31	74.99939853715671	1899	0.6831611895790027	85.17663270411589	534434	0.033181887178173906	1.8435240450678342e-47	71.8685759036314	168	2.4903243471055916	76.83159436396669	85140	0.10419986963128072	0.048086325668493864	78.83613978662798	651	1.1128287687735747	78.13545369928327	235944	0.05525325851162502	0.5296543817926103
RC	73.40980784012112	2766	0.5135705950871842	82.41211326107576	855470	0.028017168230894323	3.7327485272086385e-65	69.12063536101081	729	1.0138513368882074	85.16240251610398	535604	0.03316963869467299	1.1750379786455425e-48	75.23524059568133	399	1.3683866361646297	76.82927609443352	84909	0.1044035120351104	0.2461163183201652	74.8740685652755	1638	0.6566152378417631	78.16013181269281	234957	0.055379275512588234	6.779567001651259e-07
SINE	93.05555526415507	96	1.8248520753963682	82.38190589721128	858140	0.027983410450772322	6.995200951095568e-08	93.29268297334997	82	1.9153468642981102	85.13935149847687	536251	0.03316649595362635	5.549011922992284e-05	87.5	4	12.5	76.82131980798009	85304	0.1041156230420021	0.4557399932584054	93.33333015441895	10	6.666669845581061	78.13673935931375	236585	0.05518747183710447	0.04860558267347505
Satellite	75.22003247689071	4982	0.39055276350072915	82.4249237133824	853254	0.028045849884900075	3.131785481037083e-73	76.49509417128733	1676	0.6507793371081226	85.16769929615147	534657	0.03319775349711653	1.6768506827609723e-38	77.49610476162245	1021	0.8653792917309376	76.81365266219366	84287	0.10485091987411217	0.43386785489762947	73.26779037513148	2285	0.5872092814443275	78.18487010207679	234310	0.05542045617760736	1.2911176869950146e-16
Simple_repeat	71.40008507822051	48097	0.15047549684455755	83.03514849665437	810139	0.028098155396109614	0.0	75.33353959109824	34237	0.16276376388619657	85.8093232876444	502096	0.0334328414189119	0.0	45.66483159965402	6709	0.44423966316324975	79.48129759536195	78599	0.10093017701132666	0.0	76.7123677562107	7151	0.37708889985837807	78.1817945677382	229444	0.055676912533569434	0.000116714569754129
Unknown	77.30894007414452	109308	0.08083616086447562	83.12368670728516	748928	0.02971920526695954	0.0	77.01755680292538	49682	0.118902418045312	85.96987599600246	486651	0.03425198746730418	0.0	77.7270424556245	13215	0.25231850985080684	76.655888905287	72093	0.11417494943811961	0.0001102334607149708	77.50180988322967	46411	0.12198960789872257	78.2924815764429	190184	0.06185823831842492	7.46769805459899e-09
rRNA	66.66666386344217	22	7.615749846047264	82.38350270833762	858214	0.027981217759524207	0.05162072438744872	67.33333015441895	10	11.339868456515136	85.1409300871154	536323	0.03316283348131229	0.15078131167325118	35.41665077209473	2	2.083349227905273	76.8227912643705	85306	0.10411245185165187	0.03159957212057681	72.25000019073487	10	11.99282777201038	78.13763051175214	236585	0.05518634169480386	0.6352276086447877
snRNA	75.57542169627858	134	2.7801122882823086	82.38416290071687	858102	0.027982158751817095	0.015628149476590473	82.87160507356278	99	2.4329288228518475	85.14101696556214	536234	0.03316607313287889	0.3532645180380388	29.819357139723643	14	10.066720134965278	76.82953541749686	85294	0.10409677226310715	0.00043841745410484604	71.68317166964214	21	8.014346844787172	78.13795458511808	236574	0.05518655068278954	0.43006868181665114
all_repeats	78.10463512364419	243647	0.0568675222572058	84.07924975222095	614589	0.03165514211930755	0.0	79.62371304811712	133556	0.074059001538118	86.96993065780619	402777	0.03624424084504768	0.0	70.60356314244197	28495	0.20051907125978446	79.9406356495177	56813	0.11752571185832608	0.0	78.23774305569292	81596	0.09460327389403034	78.08454849549008	154999	0.06793929277906256	0.18841073878521986
